n_targets	n_bootstraps	n_processed	n_pseudoaligned	n_unique	p_pseudoaligned	p_unique	kallisto_version	index_version	start_time	call	sample_accession	nCount_RNA	nFeature_RNA	percent_mt
142604	0	1862344	882092	330664	47.4	17.8	0.46.2	10	Thu Jan 21 18:23:55 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467296/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587565.fastq.gz	SRS1467296	654476.1098461109	5120	3.5471647705305394
142604	0	1766673	761385	277095	43.1	15.7	0.46.2	10	Thu Jan 21 18:41:37 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467297/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587566.fastq.gz	SRS1467297	541271.9450711044	4256	3.360375531307211
142604	0	1793401	740822	280236	41.3	15.6	0.46.2	10	Thu Jan 21 18:54:40 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467298/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587567.fastq.gz	SRS1467298	552904.033836229	4024	3.724016961341045
142604	0	1466171	686443	245396	46.8	16.7	0.46.2	10	Thu Jan 21 18:33:25 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467299/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587568.fastq.gz	SRS1467299	534353.0261089425	3761	2.7936330984596216
142604	0	1673563	725498	264631	43.4	15.8	0.46.2	10	Thu Jan 21 17:55:19 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467300/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587569.fastq.gz	SRS1467300	516401.19272186764	4658	2.439585618227895
142604	0	1688438	681227	251775	40.3	14.9	0.46.2	10	Thu Jan 21 18:11:21 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467301/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587570.fastq.gz	SRS1467301	493895.7450031973	4456	3.0557562304778108
142604	0	1487311	703797	261722	47.3	17.6	0.46.2	10	Thu Jan 21 18:58:36 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467302/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587571.fastq.gz	SRS1467302	507098.16823087935	4557	2.3305055589590182
142604	0	1636131	766839	293099	46.9	17.9	0.46.2	10	Thu Jan 21 18:33:24 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467303/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587572.fastq.gz	SRS1467303	547646.7689344866	4675	3.0585864740131035
142604	0	1695058	816727	306430	48.2	18.1	0.46.2	10	Thu Jan 21 18:21:07 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467304/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587573.fastq.gz	SRS1467304	582485.252265188	4807	2.0494887988279915
142604	0	1688064	785108	289333	46.5	17.1	0.46.2	10	Thu Jan 21 18:00:37 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467305/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587574.fastq.gz	SRS1467305	567966.5562688911	4635	3.434901189985534
142604	0	1636477	763050	293135	46.6	17.9	0.46.2	10	Thu Jan 21 17:55:19 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467306/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587575.fastq.gz	SRS1467306	536837.3607620326	4521	3.4196610261888387
142604	0	1881371	841945	313227	44.8	16.6	0.46.2	10	Thu Jan 21 19:06:35 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467307/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587576.fastq.gz	SRS1467307	601545.9203925753	4627	2.468953656988896
142604	0	1871801	576469	215328	30.8	11.5	0.46.2	10	Thu Jan 21 19:06:35 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467308/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587577.fastq.gz	SRS1467308	411093.6229538633	4994	2.651848482024124
142604	0	1914768	898962	330619	46.9	17.3	0.46.2	10	Thu Jan 21 18:47:13 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467309/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587578.fastq.gz	SRS1467309	637649.8275019979	4577	2.986607880787097
142604	0	1504805	681726	254041	45.3	16.9	0.46.2	10	Thu Jan 21 18:57:08 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467310/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587579.fastq.gz	SRS1467310	513208.4031595014	4252	3.1873646065214776
142604	0	1703890	844930	296709	49.6	17.4	0.46.2	10	Thu Jan 21 18:17:50 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467311/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587580.fastq.gz	SRS1467311	664889.1356296164	4181	3.6357865852490567
142604	0	1589443	763437	289920	48	18.2	0.46.2	10	Thu Jan 21 18:33:23 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467312/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587581.fastq.gz	SRS1467312	564479.7886578471	4662	2.936804352094945
142604	0	1678807	742984	277412	44.3	16.5	0.46.2	10	Thu Jan 21 18:57:09 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467313/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587582.fastq.gz	SRS1467313	524184.92531354266	4361	2.494819932522416
142604	0	1486947	774129	286445	52.1	19.3	0.46.2	10	Thu Jan 21 18:21:04 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467314/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587583.fastq.gz	SRS1467314	609533.971265274	5840	3.1211238252249065
142604	0	1506664	691395	260929	45.9	17.3	0.46.2	10	Thu Jan 21 19:18:59 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467316/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587585.fastq.gz	SRS1467316	495766.689490919	5477	2.840221075453663
142604	0	1472578	726322	267912	49.3	18.2	0.46.2	10	Thu Jan 21 17:58:13 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467317/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587586.fastq.gz	SRS1467317	538738.6632405353	4866	3.3664522777906685
142604	0	1515775	697225	257561	46	17	0.46.2	10	Thu Jan 21 18:26:29 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467318/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587587.fastq.gz	SRS1467318	504193.4862039143	4446	2.827579171507615
142604	0	1646303	738710	282213	44.9	17.1	0.46.2	10	Thu Jan 21 19:06:35 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467319/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587588.fastq.gz	SRS1467319	546756.5732734858	4670	2.5160191340066516
142604	0	1829640	819529	311233	44.8	17	0.46.2	10	Thu Jan 21 18:17:50 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467320/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587589.fastq.gz	SRS1467320	593188.0467295742	4487	4.421709800898507
142604	0	1978725	954299	351552	48.2	17.8	0.46.2	10	Thu Jan 21 18:30:42 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467321/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587590.fastq.gz	SRS1467321	701235.5113774096	5741	3.088239207604061
142604	0	1628558	761083	282039	46.7	17.3	0.46.2	10	Thu Jan 21 18:49:37 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467322/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587591.fastq.gz	SRS1467322	556171.6155931274	4848	3.2341096696956764
142604	0	1534825	678820	240368	44.2	15.7	0.46.2	10	Thu Jan 21 18:52:16 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467323/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587592.fastq.gz	SRS1467323	534388.8450493088	3161	7.3680710899507815
142604	0	1471929	711097	259656	48.3	17.6	0.46.2	10	Thu Jan 21 18:08:21 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467324/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587593.fastq.gz	SRS1467324	535999.250467357	4318	2.113420865817029
142604	0	1617565	767015	290755	47.4	18	0.46.2	10	Thu Jan 21 18:52:17 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467325/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587594.fastq.gz	SRS1467325	549123.3919083648	4801	2.648920117835254
142604	0	1769390	835495	311004	47.2	17.6	0.46.2	10	Thu Jan 21 18:06:08 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467327/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587596.fastq.gz	SRS1467327	583436.9254861384	4882	3.5091145427487036
142604	0	1592570	788558	290052	49.5	18.2	0.46.2	10	Thu Jan 21 18:26:29 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467328/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587597.fastq.gz	SRS1467328	556123.0268921925	4775	4.044218439521651
142604	0	1342726	243944	128040	18.2	9.5	0.46.2	10	Thu Jan 21 18:00:37 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467329/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587598.fastq.gz	SRS1467329	163329.56532754964	689	28.809823809690254
142604	0	1204199	582675	215458	48.4	17.9	0.46.2	10	Thu Jan 21 18:35:40 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467330/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587599.fastq.gz	SRS1467330	437287.4664730852	4452	2.0317003530095064
142604	0	1797845	805239	300854	44.8	16.7	0.46.2	10	Thu Jan 21 18:52:12 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467331/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587600.fastq.gz	SRS1467331	584271.5195732169	4436	2.144540608303574
142604	0	1971231	998814	359430	50.7	18.2	0.46.2	10	Thu Jan 21 19:04:03 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467333/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587602.fastq.gz	SRS1467333	726895.48781994	5875	3.446255262242779
142604	0	1851264	288155	227278	15.6	12.3	0.46.2	10	Thu Jan 21 18:06:07 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467334/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587603.fastq.gz	SRS1467334	52897.79960436803	3263	0.013867650554209927
142604	0	1686913	604035	182544	35.8	10.8	0.46.2	10	Thu Jan 21 18:41:38 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467335/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587604.fastq.gz	SRS1467335	497408.398268381	1844	3.223662900711278
142604	0	1746311	828147	306469	47.4	17.5	0.46.2	10	Thu Jan 21 17:58:13 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467336/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587605.fastq.gz	SRS1467336	623986.5050460316	6001	3.376682000269487
142604	0	1645664	706799	272085	42.9	16.5	0.46.2	10	Thu Jan 21 18:37:29 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467337/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587606.fastq.gz	SRS1467337	500299.04738644906	4458	3.18668985745341
142604	0	1931166	819393	318618	42.4	16.5	0.46.2	10	Thu Jan 21 19:06:35 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467338/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587607.fastq.gz	SRS1467338	576383.8229791793	4628	1.9871168383595892
142604	0	1647282	711857	260889	43.2	15.8	0.46.2	10	Thu Jan 21 18:30:42 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467339/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587608.fastq.gz	SRS1467339	526971.8348228458	4361	3.4639175746719895
142604	0	1114955	3171	1710	0.3	0.2	0.46.2	10	Thu Jan 21 18:14:53 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467340/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587609.fastq.gz	SRS1467340	1858.3049198144945	208	0.4304998557932356
142604	0	1119526	393946	138080	35.2	12.3	0.46.2	10	Thu Jan 21 18:30:41 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467341/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587610.fastq.gz	SRS1467341	288955.9655910824	2756	7.093925179246276
142604	0	1549590	708226	260821	45.7	16.8	0.46.2	10	Thu Jan 21 18:37:29 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467342/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587611.fastq.gz	SRS1467342	528063.1964084539	4561	3.974603824456945
142604	0	1820284	826373	320297	45.4	17.6	0.46.2	10	Thu Jan 21 18:17:49 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467343/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587612.fastq.gz	SRS1467343	590061.3168107432	4468	4.257384831762729
142604	0	1646146	797770	296601	48.5	18	0.46.2	10	Thu Jan 21 18:14:54 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467344/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587613.fastq.gz	SRS1467344	602455.9472242683	4591	3.618460420291102
142604	0	1074313	5487	2633	0.5	0.2	0.46.2	10	Thu Jan 21 18:21:05 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467345/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587615.fastq.gz	SRS1467345	3800.947359390187	290	0.11782922983491508
142604	0	1770552	826245	299527	46.7	16.9	0.46.2	10	Thu Jan 21 18:49:37 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467346/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587614.fastq.gz	SRS1467346	609103.4025401664	4588	3.5804774540824944
142604	0	1491738	669207	221246	44.9	14.8	0.46.2	10	Thu Jan 21 18:54:41 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467347/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587616.fastq.gz	SRS1467347	522176.8954121317	3763	4.785114052255994
142604	0	1341857	610471	229347	45.5	17.1	0.46.2	10	Thu Jan 21 18:30:43 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467348/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587617.fastq.gz	SRS1467348	470116.581679528	4525	3.968861386114453
142604	0	1505895	682268	255985	45.3	17	0.46.2	10	Thu Jan 21 18:23:55 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467349/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587618.fastq.gz	SRS1467349	494519.0438558771	4413	3.0173408254725738
142604	0	1432553	637980	238442	44.5	16.6	0.46.2	10	Thu Jan 21 18:23:56 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467350/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587619.fastq.gz	SRS1467350	470997.34320856625	4164	3.714850678521147
142604	0	1646873	684423	252663	41.6	15.3	0.46.2	10	Thu Jan 21 18:14:53 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467351/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587620.fastq.gz	SRS1467351	516440.0149566431	4526	2.6265334999532874
142604	0	1510168	564715	209013	37.4	13.8	0.46.2	10	Thu Jan 21 18:03:16 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467352/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587622.fastq.gz	SRS1467352	404459.8164607911	3717	3.927861150463651
142604	0	1401043	639361	240037	45.6	17.1	0.46.2	10	Thu Jan 21 18:57:09 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467353/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587623.fastq.gz	SRS1467353	462083.80153345276	4467	3.1094619530738514
142604	0	1074477	5068	2684	0.5	0.2	0.46.2	10	Thu Jan 21 18:58:36 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467354/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587621.fastq.gz	SRS1467354	2759.9887386622104	236	0.08980569251168072
142604	0	1575768	702940	252441	44.6	16	0.46.2	10	Thu Jan 21 19:09:34 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467355/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587624.fastq.gz	SRS1467355	480453.1068100763	4489	2.070934677904621
142604	0	3052390	1474777	553801	48.3	18.1	0.46.2	10	Thu Jan 21 18:21:07 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467356/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587625.fastq.gz	SRS1467356	1103327.1845762383	5328	1.556296920808218
142604	0	3138327	1460825	534570	46.5	17	0.46.2	10	Thu Jan 21 18:26:29 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467357/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587626.fastq.gz	SRS1467357	1082059.3869277749	5656	1.8914464628516827
142604	0	2825800	1245320	431051	44.1	15.3	0.46.2	10	Thu Jan 21 18:57:08 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467358/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587627.fastq.gz	SRS1467358	918050.13738440606	4680	2.686121258067454
142604	0	2452289	1012345	379711	41.3	15.5	0.46.2	10	Thu Jan 21 19:01:45 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467359/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587628.fastq.gz	SRS1467359	710657.5856481963	4198	1.1314047949922712
142604	0	2863336	1309317	402406	45.7	14.1	0.46.2	10	Thu Jan 21 18:57:09 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467360/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587629.fastq.gz	SRS1467360	1033115.3201664268	3274	2.242024636346373
142604	0	2740854	1351919	500695	49.3	18.3	0.46.2	10	Thu Jan 21 19:01:45 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467361/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587630.fastq.gz	SRS1467361	964846.7115572212	5709	1.2333520814714682
142604	0	2902650	1294495	466463	44.6	16.1	0.46.2	10	Thu Jan 21 18:26:29 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467362/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587632.fastq.gz	SRS1467362	910366.6379214557	5680	1.4912497267031102
142604	0	2412018	1125802	441149	46.7	18.3	0.46.2	10	Thu Jan 21 18:21:05 2021	kallisto quant --single -l 200 -s 30 -t 2 --bias -i references/kallisto_idx/well/mm-mus_musculus.idx -o /data/OGVFB_BG/scEiaD/2021_01_21/quant/SRS1467363/well/mm-mus_musculus /data/OGVFB_BG/scEiaD/fastq/SRR3587631.fastq.gz	SRS1467363	812723.2354254039	5894	1.2915363487184852
